"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"14520","TRIBOROUGH BRIDGE PLAYGROUND B","QUEENS       ",1.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14521","LITTLE FLOWER PLAYGROUND","MANHATTAN    ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14522","DONGAN PLAYGROUND","STATEN ISLAND",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14523","BUSHWICK PLAYGROUND ON FLUSHING AVENUE","BROOKLYN     ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14524","EAST RIVER PLAYGROUND","MANHATTAN    ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14525","SAMUEL H. YOUNG PARK","BRONX        ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14526","SPACE TIME PLAYGROUND","BRONX        ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14527","BOWNE PLAYGROUND","QUEENS       ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14528","RUDD PLAYGROUND","BROOKLYN     ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2018,"Q1"
"14529","WILLOW LAKE PLAYGROUND","QUEENS       ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14530","MURPHY'S BROTHER'S PLAYGROUND","MANHATTAN    ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14531","COONEY GRAUER FIELD","BRONX        ",1.27,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14532","WAGNER PLAYGROUND","MANHATTAN    ",1.27,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14533","EMERALD PLAYGROUND","QUEENS       ",1.27,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14534","CHARLIE'S PLACE","BROOKLYN     ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14535","PELHAM BAY LITTLE LEAGUE","BRONX        ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14536","GREENE PLAYGROUND","BROOKLYN     ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14537","TANAHEY PLAYGROUND","MANHATTAN    ",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14538","ALBERT J. PARHAM PLAYGROUND","BROOKLYN     ",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14539","PARKSIDE PLAYGROUND BROOKLYN","BROOKLYN     ",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14540","CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE","STATEN ISLAND",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14541","PLAYGROUND NINETY","QUEENS       ",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14542","NEPTUNE PLAYGROUND","BROOKLYN     ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14543","ANNUNCIATION PARK","MANHATTAN    ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14544","HECKSCHER PLAYGROUND","BROOKLYN     ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14545","QUEENSBORO OVAL","MANHATTAN    ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14546","GRASSMERE PLAYGROUND","QUEENS       ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14547","GONZALO PLASENCIA PLAYGROUND","BROOKLYN     ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14548","RIENZI PLAYGROUND","BRONX        ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14549","ROEBLING PLAYGROUND","BROOKLYN     ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14550","PATRICK O'ROURKE PARK","BROOKLYN     ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14551","FRESH MEADOWS PARK","QUEENS       ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14552","HOWARD BENNETT PLAYGROUND","MANHATTAN    ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14553","STANLEY ISAACS PLAYGROUND","MANHATTAN    ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14554","CHAPPETTO SQUARE","QUEENS       ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14555","BRIGHTON PLAYGROUND","BROOKLYN     ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14556","NELSON PLAYGROUND","BRONX        ",1.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14557","SHEEPSHEAD BAY PIERS","BROOKLYN     ",1.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14558","ELEANOR ROOSEVELT PLAYGROUND","BROOKLYN     ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14559","BAYVIEW PLAYGROUND","BROOKLYN     ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14560","BAYSIDE PLAYGROUND","QUEENS       ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14561","FRANCIS LEWIS PLAYGROUND","QUEENS       ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14562","MURRAY HILL PLAYGROUND","QUEENS       ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14563","MAGENTA PLAYGROUND","BRONX        ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14564","TIFFANY PLAYGROUND","BRONX        ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14565","MAURICE A FITZGERALD PLAYGROUND","QUEENS       ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14566","DANIEL BOONE PLAYGROUND","BRONX        ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14567","HILTON HOLIDAY GARDENS","QUEENS       ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14568","KOREAN WAR VETERANS PLAZA","BROOKLYN     ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14569","HATTIE CARTHAN PLAYGROUND","BROOKLYN     ",1.2,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2018,"Q1"
"14570","STROUD PLAYGROUND","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14571","TILDEN PLAYGROUND","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14572","SOUTH OXFORD PARK","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14573","UNDERWOOD PARK","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14574","LAFAYETTE PLAYGROUND ON STILLWELL AVENUE","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14575","GROVE HILL PLAYGROUND","BRONX        ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14576","LA GUARDIA PLAYGROUND","BROOKLYN     ",1.18,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14577","UNNAMED PARK ON DRUMGOOLE ROAD & VERNON AVENUE","STATEN ISLAND",1.18,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14578","BELMONT PLAYGROUND BROOKLYN","BROOKLYN     ",1.18,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14579","STEUBEN PLAYGROUND","BROOKLYN     ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14580","THE CYCLONE","BROOKLYN     ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14581","WILLIAM SHERIDAN PLAYGROUND","BROOKLYN     ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14582","OAKLAND GARDENS","QUEENS       ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14583","UNIVERSITY PLACE","BROOKLYN     ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14584","EHRENREICH-AUSTIN PLAYGROUND","QUEENS       ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14585","SITTING AREA AT HOYT AVENUE","QUEENS       ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14586","HARDING PARK BEAUTIFICATION PROJECT","BRONX        ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14587","HILLSIDE PARK QUEENS","QUEENS       ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14588","CUYLER GORE PARK","BROOKLYN     ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14589","BATH PLAYGROUND","BROOKLYN     ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14590","POLICE OFFICER NICHOLAS DEMUTIIS PARK","QUEENS       ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14591","""""""UNCLE"""" VITO E. MARANZANO GLENDALE PLAYGROUND""","QUEENS       ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14592","RAPPAPORT PLAYGROUND","BROOKLYN     ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14593","EAST SPRINGFIELD PLAYGROUND","QUEENS       ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14594","TOAD HALL PLAYGROUND","STATEN ISLAND",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14595","WILLETS POINT PLAYGROUND","QUEENS       ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14596","SEASIDE PLAYGROUND","QUEENS       ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14597","CORPORAL JOHN A. SERAVALLI PLAYGROUND","MANHATTAN    ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14598","POPPENHUSEN PLAYGROUND","QUEENS       ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14599","UNNAMED PARK ON ROCKAWAY BOARDWALK & B 28TH ST","QUEENS       ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14600","SOBEL COURT PARK","STATEN ISLAND",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14601","FIDLER-WYCKOFF HOUSE PARK","BROOKLYN     ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14602","D'EMIC PLAYGROUND","BROOKLYN     ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14603","WESTBOURNE PLAYGROUND","QUEENS       ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14604","UNNAMED PARK ON SOUNDVIEW AVENUE","BRONX        ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14605","PRESCOTT PLAYGROUND","STATEN ISLAND",1.12,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14606","LOPEZ PLAYGROUND","STATEN ISLAND",1.12,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14607","HUGH J. GRANT CIRCLE","BRONX        ",1.11,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14608","PENA HERRERA PARK","BROOKLYN     ",1.11,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14609","P.S. 29 BALL FIELD","BRONX        ",1.11,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14610","MENTONE PLAYGROUND","QUEENS       ",1.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14611","MIDDLETON PLAYGROUND","BROOKLYN     ",1.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14612","DE HOSTOS PLAYGROUND","BROOKLYN     ",1.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14613","SARATOGA BALLFIELDS","BROOKLYN     ",1.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14614","ROBERT MOSES PLAYGROUND","MANHATTAN    ",1.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14615","STOCKTON PLAYGROUND","BROOKLYN     ",1.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14616","LOUIS ARMSTRONG PLAYGROUND","QUEENS       ",1.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14617","JACOB'S LADDER PLAYGROUND","BROOKLYN     ",1.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14618","UNNAMED PARK ON HAMILTON AVENUE","BROOKLYN     ",1.08,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14619","LATIMER PLAYGROUND","QUEENS       ",1.08,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14620","UNNAMED PARK ON MELROSE AVENUE","BRONX        ",1.08,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14621","MARLBORO PLAYGROUND","BROOKLYN     ",1.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14622","NORTH ROCHDALE PLAYGROUND","QUEENS       ",1.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14623","JEROME PLAYGROUND","BROOKLYN     ",1.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14624","GREAT KILLS PARK AT HILLCREST AVENUE","STATEN ISLAND",1.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14625","FERMI PLAYGROUND","BROOKLYN     ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14626","ERICSSON PLAYGROUND","BROOKLYN     ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14627","MELLETT PLAYGROUND","BROOKLYN     ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14628","NELLIE BLY PARK","BROOKLYN     ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14629","TELEPHONE PLAYGROUND","QUEENS       ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14630","SEDGWICK PLAYGROUND","BRONX        ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14631","BRUCKNER PLAYGROUND","BRONX        ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14632","MILLBROOK PLAYGROUND","BRONX        ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14633","PLAYGROUND 103 CIII","MANHATTAN    ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14634","ROCKET PARK","QUEENS       ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14635","BEACH CHANNEL PLAYGROUND","QUEENS       ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14636","L/CPL THOMAS P. NOONAN JR. PLAYGROUND","QUEENS       ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14637","LOZADA PLAYGROUND","BRONX        ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14638","JAMES WELDON JOHNSON PLAYGROUND","MANHATTAN    ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14639","SPRINGFIELD PARK NORTH","QUEENS       ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14640","NICHOLAS NAQUAN HEYWARD JR. PARK","BROOKLYN     ",1.04,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14641","FISH PLAYGROUND","BROOKLYN     ",1.04,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14642","PLANEVIEW PARK","QUEENS       ",1.04,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14643","GILBERT RAMIREZ PARK","BROOKLYN     ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14644","WOODTREE PLAYGROUND","QUEENS       ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14645","VAN ALST PLAYGROUND","QUEENS       ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14646","OXPORT PLAYGROUND","BROOKLYN     ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14647","HAMMEL PLAYGROUND","QUEENS       ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14648","EASTCHESTER PLAYGROUND","BRONX        ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14649","SUNRISE PLAYGROUND","QUEENS       ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14650","POWELL PLAYGROUND","BROOKLYN     ",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14651","KALTENMEIER PLAYGROUND","STATEN ISLAND",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14652","MATTHEWS MULINER PLAYGROUND","BRONX        ",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14653","BOWLING GREEN","MANHATTAN    ",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14654","ANNADALE PLAYGROUND","QUEENS       ",1.01,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14655","CURTIS PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14656","MELROSE PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14657","HOWARD PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14658","PLIMPTON PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14659","BLAKE HOBBS PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14660","PINK PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14661","MONSIGNOR KETT PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,2018,"Q1"
"14662","CHESTER PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14663","CASERTA PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14664","PLAYGROUND 174","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14665","RANDALL PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14666","JACKIE ROBINSON PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14667","MARTIN LUTHER KING PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14668","HACKETT PARK","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2018,"Q1"
"14669","RUPPERT PARK","MANHATTAN    ",1,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14670","BELLEROSE PLAYGROUND","QUEENS       ",1,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14671","ARVERNE PLAYGROUND","QUEENS       ",0.99,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14672","ABRAHAM LINCOLN PLAYGROUND","MANHATTAN    ",0.99,"BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14673","CAPTAIN RIVERA PLAYGROUND","BRONX        ",0.99,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14674","NEWTOWN BARGE PLAYGROUND","BROOKLYN     ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14675","HOLLIS PLAYGROUND","QUEENS       ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14676","MAPLE PLAYGROUND","QUEENS       ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,1,0,0,0,0,1,2018,"Q1"
"14677","MOTT PLAYGROUND","BRONX        ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14678","GOUVERNEUR PLAYGROUND","BRONX        ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14679","ZIMMERMAN PLAYGROUND","BRONX        ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14680","LANNETT PLAYGROUND","QUEENS       ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14681","RANAQUA PARK","BRONX        ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14682","TEN EYCK PLAYGROUND","BROOKLYN     ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14683","MAE GRANT PLAYGROUND","MANHATTAN    ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14684","ANDRIES PLAYGROUND","BROOKLYN     ",0.96,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14685","CARVER PLAYGROUND","BROOKLYN     ",0.96,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14686","PARK SLOPE PLAYGROUND","BROOKLYN     ",0.96,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14687","CHERRY TREE PARK","MANHATTAN    ",0.95,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14688","DAVIS PLAYGROUND","STATEN ISLAND",0.95,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14689","MATTHEW P. SAPOLIN PLAYGROUND","MANHATTAN    ",0.95,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14690","PETER MINUIT PLAYGROUND","MANHATTAN    ",0.94,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14691","SOUTH ROCHDALE PLAYGROUND","QUEENS       ",0.94,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14692","DREW PLAYGROUND","BRONX        ",0.94,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14693","FOX PLAYGROUND BRONX","BRONX        ",0.94,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14694","WALTER WARD PLAYGROUND","QUEENS       ",0.94,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14695","BENSON PLAYGROUND","BROOKLYN     ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14696","CRISPUS ATTUCKS PLAYGROUND","BROOKLYN     ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14697","SURF PLAYGROUND","BROOKLYN     ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14698","BERGEN BEACH PLAYGROUND","BROOKLYN     ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14699","TIGER PLAYGROUND","BROOKLYN     ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14700","ATHENS SQUARE","QUEENS       ",0.93,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
